Name;Country;Industry;Year of foundation;Year;Revenue;Net Income;Privacy;Size;CEO Name;Headquarters
Company_04037;India;Retail;2002;2022;6276790.6;433710.56;Public;500-1000 employees;Anna Garcia;Mumbai, India
Company_04038;UK;Logistics;2003;2021;56143638.89;11759937.93;Private;5000-10000 employees;Yuki Tanaka;Mumbai, UK
Company_04039;France;Software;1998;2021;14775705.94;3308564.72;Private;500-1000 employees;Yuki Tanaka;Toronto, France
Company_04040;UK;Retail;2014;2022;60057638.41;6478126.25;Public;5000-10000 employees;Jane Kumar;London, UK
Company_04041;Australia;Software;1993;2023;65937150.97;11059561.04;Public;500-1000 employees;Raj Silva;London, Australia
Company_04042;USA;Retail;2022;2024;96272480.9;6849312.67;Private;50-200 employees;Carlos Kumar;Tokyo, USA
Company_04043;USA;Finance;2017;2022;89103267.96;14760382.45;Private;200-500 employees;Jane Müller;London, USA
Company_04044;Japan;Healthcare;1982;2023;12100423.81;1245348.79;Public;1000-5000 employees;Carlos Garcia;London, Japan
Company_04045;Germany;Manufacturing;1950;2024;33215587.01;5258258.08;Public;500-1000 employees;Jane Johnson;Berlin, Germany
Company_04046;Canada;Retail;1975;2023;8938080.5;1200030.82;Public;200-500 employees;Yuki Kumar;Sydney, Canada
Company_04047;France;Education;2019;2024;58463136.82;11308043.81;Public;50-200 employees;Jane Garcia;Sydney, France
Company_04048;Brazil;Logistics;2002;2022;85497581.97;6345067.55;Public;500-1000 employees;Sofia Garcia;Mumbai, Brazil
Company_04049;China;Retail;1973;2023;53044134.52;12873978.48;Public;5000-10000 employees;Anna Wang;São Paulo, China
Company_04050;Germany;Energy;2019;2023;22288428.72;3856722.25;Public;5000-10000 employees;Anna Tanaka;Sydney, Germany
Company_04051;China;Software;1997;2022;28816898.45;4770121.85;Private;50-200 employees;Robert Wang;Paris, China
Company_04052;Germany;Retail;1970;2021;95389112.29;13184460.37;Public;500-1000 employees;Raj Smith;New York, Germany
Company_04053;Japan;Education;2002;2022;8171725.31;1217169.91;Public;50-200 employees;Carlos Smith;Tokyo, Japan
Company_04054;Brazil;Finance;1981;2022;17483105.28;2455836.0;Public;50-200 employees;Michael Kumar;London, Brazil
Company_04055;Japan;Manufacturing;1991;2022;88409784.03;21298028.82;Public;500-1000 employees;John Smith;Sydney, Japan
Company_04056;USA;Energy;1993;2024;5378950.76;932245.07;Public;500-1000 employees;Robert Chen;Berlin, USA
Company_04057;China;Logistics;2012;2021;68322225.85;12656186.04;Private;500-1000 employees;Robert Kumar;Paris, China
Company_04058;UK;Software;1991;2022;71532150.48;5396831.19;Private;1000-5000 employees;Carlos Johnson;Berlin, UK
Company_04059;Germany;Education;1953;2023;25255612.95;3692907.82;Private;1000-5000 employees;Jane Tanaka;Beijing, Germany
Company_04060;India;Manufacturing;1998;2022;97868817.1;10443908.11;Private;5000-10000 employees;Sofia Kumar;Mumbai, India
Company_04061;India;Finance;2008;2022;61256033.36;8259127.38;Public;50-200 employees;Robert Tanaka;São Paulo, India
Company_04062;China;Logistics;1996;2023;38775159.86;8875368.31;Public;5000-10000 employees;Carlos Brown;São Paulo, China
Company_04063;Canada;Healthcare;2017;2024;81302110.07;13494210.52;Public;200-500 employees;Raj Johnson;Mumbai, Canada
Company_04064;Japan;Manufacturing;1981;2022;63786835.02;5708197.18;Private;5000-10000 employees;Carlos Brown;Mumbai, Japan
Company_04065;Canada;Software;1993;2023;4155710.05;935707.58;Public;500-1000 employees;John Wang;London, Canada
Company_04066;China;Healthcare;1987;2024;93088466.19;18678248.21;Public;1000-5000 employees;Liu Kumar;Tokyo, China
Company_04067;Germany;Logistics;1959;2022;4239367.85;558584.13;Private;200-500 employees;Robert Müller;São Paulo, Germany
Company_04068;France;Healthcare;2017;2023;94669164.09;9890156.35;Public;500-1000 employees;Robert Kumar;Sydney, France
Company_04069;France;Energy;1995;2022;71478785.79;14466662.02;Public;1000-5000 employees;John Müller;Paris, France
Company_04070;Brazil;Manufacturing;1969;2022;8195440.73;1468774.6;Private;50-200 employees;Michael Tanaka;Sydney, Brazil
Company_04071;Japan;Software;2021;2023;43885731.84;9293578.49;Private;1000-5000 employees;Sofia Smith;Beijing, Japan
Company_04072;Australia;Logistics;1985;2024;54288485.77;6575877.31;Public;5000-10000 employees;Sofia Smith;Sydney, Australia
Company_04073;France;Finance;1997;2024;87227337.03;5829653.69;Public;500-1000 employees;Carlos Garcia;Beijing, France
Company_04074;USA;Energy;1952;2024;38970532.55;7903783.28;Private;50-200 employees;Liu Johnson;Tokyo, USA
Company_04075;USA;Logistics;1960;2024;82515032.74;17573555.95;Public;200-500 employees;Raj Garcia;Tokyo, USA
Company_04076;Canada;Education;1972;2021;64681220.3;13821252.53;Private;5000-10000 employees;John Kumar;São Paulo, Canada
Company_04077;Canada;Logistics;1966;2022;71932725.37;11562996.93;Public;1000-5000 employees;Liu Johnson;Toronto, Canada
Company_04078;Australia;Energy;1983;2024;22044319.29;4530403.86;Private;200-500 employees;Carlos Müller;Toronto, Australia
Company_04079;France;Software;1981;2021;82893874.52;17843585.58;Public;200-500 employees;John Garcia;Beijing, France
Company_04080;Australia;Finance;1968;2024;79192387.92;19282713.91;Public;500-1000 employees;Yuki Silva;Toronto, Australia
Company_04081;Brazil;Healthcare;2016;2024;1025518.78;128957.11;Public;200-500 employees;Raj Silva;Paris, Brazil
Company_04082;UK;Finance;1971;2021;49420093.73;6465288.49;Private;500-1000 employees;Yuki Smith;Tokyo, UK
Company_04083;China;Education;1999;2024;35078762.93;2044915.47;Public;500-1000 employees;Anna Silva;Berlin, China
Company_04084;France;Energy;1980;2024;8195117.86;2026807.63;Public;500-1000 employees;Jane Silva;Tokyo, France
Company_04085;Brazil;Retail;1980;2022;67532036.44;12827413.82;Public;500-1000 employees;Yuki Garcia;Paris, Brazil
Company_04086;Canada;Finance;2008;2023;61437461.1;9786002.59;Public;5000-10000 employees;Liu Brown;New York, Canada
Company_04087;Brazil;Energy;1990;2024;65807624.35;7319128.2;Private;200-500 employees;Robert Wang;New York, Brazil
Company_04088;France;Energy;1990;2024;88845305.17;7017113.64;Public;50-200 employees;Carlos Brown;London, France
Company_04089;Brazil;Education;2010;2023;89327030.96;21267967.04;Private;200-500 employees;Sofia Smith;London, Brazil
Company_04090;UK;Manufacturing;2000;2024;33562724.38;6903509.96;Public;200-500 employees;Robert Chen;Beijing, UK
Company_04091;USA;Software;1974;2022;60592695.22;10365710.15;Private;5000-10000 employees;Sofia Brown;Paris, USA
Company_04092;UK;Retail;2019;2024;30153955.45;6792534.56;Private;5000-10000 employees;Anna Silva;Sydney, UK
Company_04093;Germany;Education;1994;2021;77712041.14;9314573.99;Public;500-1000 employees;Anna Brown;Paris, Germany
Company_04094;France;Logistics;1985;2022;88839996.68;7678678.74;Private;200-500 employees;Michael Müller;Toronto, France
Company_04095;Australia;Healthcare;1971;2024;61405108.58;14066047.83;Public;1000-5000 employees;Jane Johnson;Beijing, Australia
Company_04096;UK;Education;1955;2022;46851266.91;8269293.77;Private;500-1000 employees;John Wang;London, UK
Company_04097;Australia;Education;1997;2023;68102728.66;5059704.28;Private;1000-5000 employees;Sofia Johnson;New York, Australia
Company_04098;Brazil;Education;1958;2022;13192922.7;2948235.15;Private;1000-5000 employees;Yuki Johnson;Beijing, Brazil
Company_04099;France;Healthcare;1968;2021;74046913.45;13562955.46;Public;500-1000 employees;Raj Kumar;Tokyo, France
Company_04100;Brazil;Healthcare;2009;2022;89373472.88;15916854.03;Private;200-500 employees;Jane Smith;Paris, Brazil
Company_04101;Japan;Retail;1965;2023;2445967.1;217987.55;Private;500-1000 employees;John Brown;Beijing, Japan
Company_04102;India;Retail;1996;2022;13030464.89;1164219.94;Private;500-1000 employees;Yuki Smith;São Paulo, India
Company_04103;Brazil;Retail;2016;2024;13959474.85;3073574.71;Private;50-200 employees;Carlos Smith;New York, Brazil
Company_04104;Japan;Manufacturing;2018;2021;77914620.23;10315918.15;Private;5000-10000 employees;Michael Kumar;Sydney, Japan
Company_04105;Australia;Energy;1959;2023;5145415.13;311448.31;Private;1000-5000 employees;Yuki Wang;Berlin, Australia
Company_04106;France;Education;1955;2021;40331514.78;3445093.5;Public;1000-5000 employees;Anna Wang;Mumbai, France
Company_04107;Canada;Finance;1981;2024;15012928.23;3457255.84;Public;500-1000 employees;Robert Chen;Sydney, Canada
Company_04108;Canada;Retail;1955;2024;47272150.29;5721622.77;Public;1000-5000 employees;Carlos Silva;São Paulo, Canada
Company_04109;Japan;Retail;2013;2024;77608484.6;4655657.77;Public;1000-5000 employees;Liu Müller;New York, Japan
Company_04110;UK;Manufacturing;1957;2021;41239045.55;9068830.52;Private;1000-5000 employees;Sofia Kumar;Toronto, UK
Company_04111;India;Manufacturing;1996;2023;28122676.33;6068883.44;Private;50-200 employees;Jane Wang;London, India
Company_04112;USA;Software;1977;2022;73989133.68;14775366.45;Private;500-1000 employees;Robert Tanaka;São Paulo, USA
Company_04113;India;Energy;1988;2023;86612411.25;14723145.33;Private;5000-10000 employees;John Silva;São Paulo, India
Company_04114;China;Finance;1995;2024;7006460.97;415438.9;Private;1000-5000 employees;Yuki Garcia;Beijing, China
Company_04115;USA;Retail;1965;2022;78062758.3;4466276.22;Private;1000-5000 employees;Anna Johnson;Mumbai, USA
Company_04116;China;Education;1983;2023;23151351.2;1677678.79;Public;500-1000 employees;Carlos Silva;New York, China
Company_04117;France;Manufacturing;2019;2022;13547274.93;2141558.43;Private;200-500 employees;Sofia Silva;São Paulo, France
Company_04118;USA;Logistics;1981;2024;53298259.86;3263971.42;Private;200-500 employees;Carlos Wang;London, USA
Company_04119;Canada;Retail;1997;2022;86875838.73;14003768.48;Private;50-200 employees;Yuki Silva;Sydney, Canada
Company_04120;Japan;Energy;2003;2024;76849259.92;15578633.8;Public;50-200 employees;John Kumar;Berlin, Japan
Company_04121;USA;Logistics;1954;2024;21040890.06;1728085.27;Public;50-200 employees;Sofia Smith;Sydney, USA
Company_04122;Canada;Software;2014;2024;35408353.33;7828653.35;Public;5000-10000 employees;Michael Smith;Berlin, Canada
Company_04123;Australia;Education;1978;2024;51399535.79;6414684.39;Private;500-1000 employees;Liu Chen;New York, Australia
Company_04124;Japan;Education;2004;2022;17699470.51;2215103.36;Private;5000-10000 employees;Michael Garcia;Berlin, Japan
Company_04125;Brazil;Healthcare;2006;2021;80977789.25;18584968.11;Private;1000-5000 employees;Anna Johnson;Beijing, Brazil
Company_04126;USA;Software;2011;2023;25996049.43;5977269.28;Public;50-200 employees;Jane Johnson;Mumbai, USA
Company_04127;Germany;Finance;1962;2024;70019244.97;15137415.77;Public;1000-5000 employees;Michael Silva;New York, Germany
Company_04128;USA;Healthcare;1972;2023;69739794.02;14075418.34;Public;5000-10000 employees;Michael Kumar;London, USA
Company_04129;USA;Manufacturing;2018;2021;15762276.49;1781121.86;Private;500-1000 employees;John Brown;London, USA
Company_04130;UK;Logistics;2003;2023;44877554.61;2512765.83;Public;50-200 employees;Sofia Müller;Mumbai, UK
Company_04131;USA;Finance;1974;2024;15793218.37;1917331.61;Private;200-500 employees;Carlos Silva;Beijing, USA
Company_04132;USA;Software;1962;2021;75794430.95;8432938.03;Public;1000-5000 employees;Liu Chen;Toronto, USA
Company_04133;Germany;Energy;1959;2024;43145114.74;6570149.34;Public;500-1000 employees;Robert Chen;Beijing, Germany
Company_04134;Canada;Education;1979;2024;73090626.93;8060256.18;Public;5000-10000 employees;Robert Tanaka;London, Canada
Company_04135;Canada;Manufacturing;1981;2023;25899475.64;1816115.4;Public;500-1000 employees;Liu Tanaka;Berlin, Canada
Company_04136;Japan;Finance;2008;2024;18814518.75;2792120.81;Private;500-1000 employees;Yuki Garcia;Berlin, Japan
Company_04137;China;Education;2022;2023;59052952.28;2999143.41;Public;50-200 employees;Carlos Kumar;Paris, China
Company_04138;USA;Retail;2019;2022;36468289.18;6284337.33;Public;50-200 employees;Liu Smith;New York, USA
Company_04139;UK;Education;1972;2021;3097005.67;460847.92;Private;50-200 employees;Liu Johnson;London, UK
Company_04140;Germany;Logistics;1969;2022;3782061.01;774663.67;Public;500-1000 employees;Jane Müller;Toronto, Germany
Company_04141;Brazil;Energy;1957;2023;50435981.84;2908516.56;Public;50-200 employees;Robert Kumar;London, Brazil
Company_04142;USA;Finance;1994;2024;71425605.98;15080124.53;Public;200-500 employees;Jane Kumar;Toronto, USA
Company_04143;Japan;Logistics;1998;2022;47078306.32;11205071.28;Private;500-1000 employees;John Johnson;Tokyo, Japan
Company_04144;Germany;Logistics;2005;2022;14894124.6;3476675.23;Public;1000-5000 employees;Raj Smith;Tokyo, Germany
Company_04145;Japan;Logistics;1964;2021;97045774.28;13588892.61;Private;5000-10000 employees;Sofia Wang;London, Japan
Company_04146;UK;Education;1989;2023;35263645.15;4414551.36;Public;200-500 employees;Yuki Chen;Beijing, UK
Company_04147;USA;Retail;1974;2021;28074129.79;5639773.59;Public;5000-10000 employees;Sofia Johnson;Tokyo, USA
Company_04148;Australia;Manufacturing;1991;2021;73237100.55;11123237.65;Public;5000-10000 employees;Jane Brown;Tokyo, Australia
Company_04149;India;Finance;2021;2022;62099923.24;9478953.56;Private;50-200 employees;Robert Tanaka;Tokyo, India
Company_04150;India;Healthcare;2011;2021;54501419.46;7401312.87;Private;500-1000 employees;Jane Wang;Mumbai, India
Company_04151;USA;Software;2020;2022;25632944.76;3146051.29;Private;200-500 employees;Anna Tanaka;London, USA
Company_04152;Germany;Education;2012;2022;60250102.11;6617221.48;Public;5000-10000 employees;Liu Chen;São Paulo, Germany
Company_04153;Japan;Manufacturing;1975;2021;20149723.19;4877171.63;Private;1000-5000 employees;Yuki Garcia;Mumbai, Japan
Company_04154;Brazil;Software;2020;2022;33725069.07;3580914.5;Private;200-500 employees;Anna Silva;Berlin, Brazil
Company_04155;China;Manufacturing;1963;2024;57359855.97;8987961.16;Private;1000-5000 employees;Liu Garcia;Sydney, China
Company_04156;Japan;Logistics;1957;2021;94358559.29;12348763.85;Public;50-200 employees;Jane Chen;Mumbai, Japan
Company_04157;UK;Software;2009;2023;30930724.45;2321312.77;Private;50-200 employees;Carlos Brown;Sydney, UK
Company_04158;UK;Healthcare;1956;2022;96052308.77;20978841.13;Private;5000-10000 employees;Robert Wang;Paris, UK
Company_04159;China;Software;2012;2021;72935807.94;12265725.15;Private;500-1000 employees;Michael Tanaka;Tokyo, China
Company_04160;India;Software;1992;2023;71011814.46;15829769.14;Private;1000-5000 employees;Carlos Brown;São Paulo, India
Company_04161;UK;Software;2008;2021;1513923.5;116155.41;Public;50-200 employees;Raj Johnson;New York, UK
Company_04162;Canada;Logistics;1980;2024;67290434.51;10559616.41;Public;1000-5000 employees;Sofia Müller;Beijing, Canada
Company_04163;USA;Manufacturing;1984;2021;97709517.27;10035040.45;Public;200-500 employees;John Smith;São Paulo, USA
Company_04164;India;Retail;1971;2022;44785129.81;5619774.4;Private;50-200 employees;Robert Brown;New York, India
Company_04165;Japan;Energy;2001;2023;56424001.97;9038776.5;Private;50-200 employees;Anna Smith;Tokyo, Japan
Company_04166;Japan;Healthcare;2009;2023;20133164.26;4826872.89;Public;200-500 employees;Jane Wang;London, Japan
Company_04167;Australia;Manufacturing;1975;2023;96539540.99;14507611.65;Public;5000-10000 employees;Sofia Chen;London, Australia
Company_04168;UK;Software;1953;2022;5105451.66;959889.94;Private;5000-10000 employees;John Garcia;London, UK
Company_04169;China;Education;1965;2023;72267653.27;3781709.45;Public;5000-10000 employees;Michael Johnson;Paris, China
Company_04170;USA;Software;1989;2023;85188758.96;10067792.39;Public;50-200 employees;Yuki Müller;New York, USA
Company_04171;Canada;Software;1992;2022;11644814.34;849203.49;Public;200-500 employees;Yuki Garcia;London, Canada
Company_04172;Germany;Logistics;2011;2024;37754308.04;4733379.51;Public;50-200 employees;Sofia Garcia;Toronto, Germany
Company_04173;Brazil;Healthcare;1968;2024;41051797.19;9409490.9;Public;500-1000 employees;John Smith;Paris, Brazil
Company_04174;Australia;Finance;1959;2023;94525964.32;13710279.22;Private;50-200 employees;Yuki Johnson;Tokyo, Australia
Company_04175;Australia;Education;1973;2023;73018276.15;4101436.26;Public;500-1000 employees;Anna Johnson;São Paulo, Australia
Company_04176;China;Finance;1966;2024;49281912.42;3511455.7;Public;500-1000 employees;Liu Chen;New York, China
Company_04177;China;Energy;1959;2021;14937946.71;1941370.41;Public;1000-5000 employees;Sofia Brown;Mumbai, China
Company_04178;Japan;Retail;1965;2022;18126306.66;1917992.24;Private;5000-10000 employees;Anna Silva;New York, Japan
Company_04179;Japan;Logistics;1976;2024;96404601.07;12879707.8;Public;1000-5000 employees;Raj Garcia;Mumbai, Japan
Company_04180;Australia;Energy;2020;2023;20253194.24;1860747.44;Private;1000-5000 employees;Anna Müller;Mumbai, Australia
Company_04181;China;Manufacturing;2003;2024;93792597.39;11612599.14;Public;5000-10000 employees;Liu Smith;Beijing, China
